state,district,migration_pressure_score,migration_pressure_category,score_climate,score_agriculture,score_poverty,score_demographics,rainfall_cv,drought_freq,flood_freq,yield_cv,production_std,mpi,headcount_ratio,marginal_worker_rate,worker_ratio,rainfall_cv_imp,drought_freq_imp,flood_freq_imp,yield_cv_imp,production_std_imp,mpi_imp,headcount_ratio_imp,marginal_worker_rate_imp,worker_ratio_imp
UTTAR PRADESH,Meerut,0.24432,Low,0.314223212,0.002181813,0.236542519,0.497736743,0.332728504,0.166666667,0.083333333,1.408281966,1608193.075,0.0867558,19.829043,0.057998559,0.316677551,0.332728504,0.166666667,0.083333333,1.408281966,1608193.075,0.0867558,19.829043,0.057998559,0.316677551
UTTAR PRADESH,Gonda,0.499496,High,0.655321115,0.002257761,0.734512664,0.572942634,0.214633083,0.25,0.333333333,1.534901685,1608062.607,0.28356696,58.487274,0.125480246,0.340879328,0.214633083,0.25,0.333333333,1.534901685,1608062.607,0.28356696,58.487274,0.125480246,0.340879328
BIHAR,Sitamarhi,0.449406,High,0.45820645,0.001205997,0.818636481,0.56048892,0.384099566,0.166666667,0.166666667,1.051053231,738807.5521,0.31694917,64.992458,0.105427252,0.325561241,0.384099566,0.166666667,0.166666667,1.051053231,738807.5521,0.31694917,64.992458,0.105427252,0.325561241
UTTAR PRADESH,Rae Bareli,0.354462,High,0.387458851,0.000679789,0.504149058,0.617628893,,,,1.093545686,108678.346,0.18298525,42.414334,0.164390339,0.353748092,0.273538441,0.166666667,0.166666667,1.093545686,108678.346,0.18298525,42.414334,0.164390339,0.353748092
ANDHRA PRADESH,Prakasam,0.187251,Low,0.185410332,0.092581764,0.221569729,0.292128281,,,,153.0843045,792641.6577,0.08029847,18.76915,0.069775608,0.500542466,0.26165514,0.083333333,0.083333333,153.0843045,792641.6577,0.08029847,18.76915,0.069775608,0.500542466
MAHARASHTRA,Nanded,0.249715,Low,0.313422608,0.000951424,0.35902975,0.333479326,0.201247819,0.25,0.083333333,0.71020739,681906.8047,0.12555026,31.163666,0.052409014,0.444457964,0.201247819,0.25,0.083333333,0.71020739,681906.8047,0.12555026,31.163666,0.052409014,0.444457964
CHHATTISGARH,Durg,0.169518,Low,0.12592845,0.000501928,0.271556882,0.382857641,0.168699565,0.083333333,0.083333333,0.4852729,322862.9792,0.09278083,24.030824,0.086729396,0.447626285,0.168699565,0.083333333,0.083333333,0.4852729,322862.9792,0.09278083,24.030824,0.086729396,0.447626285
BIHAR,Siwan,0.368667,High,0.426814103,0.000577975,0.473637052,0.671519019,0.291631191,0.083333333,0.25,0.920759254,110940.584,0.17215838,39.811663,0.141215158,0.279965795,0.291631191,0.083333333,0.25,0.920759254,110940.584,0.17215838,39.811663,0.141215158,0.279965795
RAJASTHAN,Nagaur,0.354386,High,0.596182005,0.001075456,0.296934023,0.474796449,0.426082096,0.166666667,0.25,1.31268818,410218.4482,0.10824347,24.96935,0.133007613,0.431073998,0.426082096,0.166666667,0.25,1.31268818,410218.4482,0.10824347,24.96935,0.133007613,0.431073998
KERALA,Thiruvananthapuram,0.209132,Low,0.27451833,0.145970563,0.015269694,0.484938966,0.140449986,0.25,0.083333333,160.2976876,56818547.63,0.00542791,1.488313,0.094016012,0.373071705,0.140449986,0.25,0.083333333,160.2976876,56818547.63,0.00542791,1.488313,0.094016012,0.373071705
KERALA,Ernakulam,0.250052,Low,0.415570553,0.16649638,0.000670594,0.418736326,0.143830746,0.166666667,0.25,165.9941613,76352688.63,0.00059203,0.177609,0.057261664,0.380620146,0.143830746,0.166666667,0.25,165.9941613,76352688.63,0.00059203,0.177609,0.057261664,0.380620146
MADHYA PRADESH,Indore,0.214981,Low,0.347382645,0.0021614,0.140970094,0.384091943,0.254319018,0.25,0.083333333,2.515535235,825226.5777,0.05130659,11.968425,0.039962194,0.387034566,0.254319018,0.25,0.083333333,2.515535235,825226.5777,0.05130659,11.968425,0.039962194,0.387034566
BIHAR,Purnia,0.434828,High,0.400161914,0.00108115,0.853233985,0.541281319,,,,1.719199212,137825.7348,0.3343122,66.977859,0.112396883,0.350214834,0.29339021,0.166666667,0.166666667,1.719199212,137825.7348,0.3343122,66.977859,0.112396883,0.350214834
UTTAR PRADESH,Bara Banki,0.360837,High,0.387458851,0.000897432,0.588908616,0.518496941,,,,,,0.22259266,47.834605,0.109962925,0.365826468,0.273538441,0.166666667,0.166666667,1.168299435,305959.9155,0.22259266,47.834605,0.109962925,0.365826468
UTTAR PRADESH,Ballia,0.331422,High,0.351525563,0.000867247,0.457299668,0.6256419,0.347613073,0.083333333,0.166666667,1.253101549,213305.2799,0.16461602,38.749447,0.13888654,0.314677197,0.347613073,0.083333333,0.166666667,1.253101549,213305.2799,0.16461602,38.749447,0.13888654,0.314677197
UTTAR PRADESH,Pratapgarh,0.353463,High,0.387458851,0.000658376,0.488601496,0.636917744,,,,1.063853214,104593.141,0.17440116,41.670495,0.160039088,0.332363396,0.273538441,0.166666667,0.166666667,1.063853214,104593.141,0.17440116,41.670495,0.160039088,0.332363396
KERALA,Thrissur,0.251847,Low,0.406371124,0.16672891,0.002630864,0.44851554,0.172864144,0.25,0.166666667,175.0275673,70420708.81,0.00123657,0.354511,0.053255479,0.351059528,0.172864144,0.25,0.166666667,175.0275673,70420708.81,0.00123657,0.354511,0.053255479,0.351059528
GUJARAT,Banas Kantha,0.267316,Medium,0.411044286,0.001489479,0.238073473,0.423732635,,,,1.114429709,1019088.452,,,0.0757954,0.400127415,0.310396684,0.166666667,0.166666667,1.114429709,1019088.452,0.08443975,20.502525,0.0757954,0.400127415
UTTAR PRADESH,Unnao,0.260165,Medium,0.130364462,0.000964366,0.536858047,0.533879375,0.132222117,0,0.166666667,1.420507416,209371.4103,0.19819269,44.52069,0.116753588,0.361844016,0.132222117,0,0.166666667,1.420507416,209371.4103,0.19819269,44.52069,0.116753588,0.361844016
UTTAR PRADESH,Deoria,0.34235,High,0.408531122,0.000821998,0.400742526,0.659821497,0.263059381,0.083333333,0.25,1.246412067,166216.8385,0.14392327,34.043613,0.135721164,0.282573769,0.263059381,0.083333333,0.25,1.246412067,166216.8385,0.14392327,34.043613,0.135721164,0.282573769
KERALA,Kozhikode,0.177611,Low,0.13770827,0.198983084,0.00854785,0.516870488,0.18710853,0.083333333,0.083333333,217.777808,77928200.75,0.003129,0.898561,0.063115848,0.307482472,0.18710853,0.083333333,0.083333333,217.777808,77928200.75,0.003129,0.898561,0.063115848,0.307482472
MAHARASHTRA,Mumbai,0.17798,Low,0.342803357,0.001250679,0.036207531,0.324230924,,,,,,0.01267729,3.308522,0.024328039,0.416280359,0.20375287,0.166666667,0.166666667,1.511906365,473660.9401,0.01267729,3.308522,0.024328039,0.416280359
TAMIL NADU,Tirunelveli,0.181077,Low,0.198485471,0.175919346,0.085604992,0.308176201,0.282088372,0.083333333,0.083333333,167.128063,86336624.36,0.02952357,7.651592,0.053634873,0.466800532,0.282088372,0.083333333,0.083333333,167.128063,86336624.36,0.02952357,7.651592,0.053634873,0.466800532
BIHAR,Katihar,0.376804,High,0.263917177,0.000693066,0.797293065,0.566244029,0.210702679,0.083333333,0.166666667,0.861284397,283189.2423,0.31269411,62.541799,0.112654097,0.330041169,0.210702679,0.083333333,0.166666667,0.861284397,283189.2423,0.31269411,62.541799,0.112654097,0.330041169
RAJASTHAN,Udaipur,0.359914,High,0.322851277,0.000540984,0.671460248,0.52610602,0.302802205,0.083333333,0.166666667,0.856503574,112777.6704,0.2643897,52.502042,0.177103526,0.445109535,0.302802205,0.083333333,0.166666667,0.856503574,112777.6704,0.2643897,52.502042,0.177103526,0.445109535
TAMIL NADU,Madurai,0.237547,Low,0.335341954,0.197709989,0.077350999,0.342749115,0.322322066,0.083333333,0.166666667,222.6818818,73109672.65,0.02645323,6.974393,0.059484862,0.445859001,0.322322066,0.083333333,0.166666667,222.6818818,73109672.65,0.02645323,6.974393,0.059484862,0.445859001
BIHAR,Bhagalpur,0.390733,High,0.438223105,0.000561803,0.571688291,0.628613334,0.222640967,0.25,0.166666667,0.745338776,212821.5867,0.2209237,45.52241,0.147937333,0.323766873,0.222640967,0.25,0.166666667,0.745338776,212821.5867,0.2209237,45.52241,0.147937333,0.323766873
ANDHRA PRADESH,Medak,0.175776,Low,0.185410332,0.075375815,0.163795056,0.340599274,,,,124.678446,630318.6477,,,0.081333853,0.475458644,0.26165514,0.083333333,0.083333333,124.678446,630318.6477,0.05886256,14.018535,0.081333853,0.475458644
WEST BENGAL,Uttar Dinajpur,0.356928,High,0.367542582,0.054709966,0.56597028,0.487451434,,,,,,0.2090438,46.905051,0.083562621,0.35769141,0.177299435,0.208333333,0.166666667,86.58256016,3164518.72,0.2090438,46.905051,0.083562621,0.35769141
UTTAR PRADESH,Shahjahanpur,0.389394,High,0.40720722,0.001280667,0.667336447,0.531451231,0.260990448,0.083333333,0.25,1.365078152,608643.996,0.25154228,54.311778,0.064097311,0.296757932,0.260990448,0.083333333,0.25,1.365078152,608643.996,0.25154228,54.311778,0.064097311,0.296757932
MAHARASHTRA,Satara,0.160395,Low,0.212996056,0.003440461,0.140637849,0.332181985,0.174535316,0.166666667,0.083333333,2.614099127,2218406.985,0.04752148,12.636376,0.056775867,0.451086495,0.174535316,0.166666667,0.083333333,2.614099127,2218406.985,0.04752148,12.636376,0.056775867,0.451086495
KARNATAKA,Mysore,0.238986,Low,0.3584717,0.119884755,0.106119098,0.380133214,,,,69.23516976,89501495.17,0.03699025,9.36585,0.077357606,0.43792482,0.228238642,0.166666667,0.166666667,69.23516976,89501495.17,0.03699025,9.36585,0.077357606,0.43792482
BIHAR,Begusarai,0.357798,High,0.32349516,0.000948298,0.623547982,0.589673151,0.303808437,0.083333333,0.166666667,1.361514758,231493.5746,0.23935502,49.940446,0.116601993,0.315828666,0.303808437,0.083333333,0.166666667,1.361514758,231493.5746,0.23935502,49.940446,0.116601993,0.315828666
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,0.184505,Low,0.185410332,0.087947763,0.163795056,0.377839782,,,,,,0.05886256,14.018535,0.080314635,0.443575406,0.26165514,0.083333333,0.083333333,145.3701609,792641.6577,0.05886256,14.018535,0.080314635,0.443575406
BIHAR,Rohtas,0.292468,Medium,0.246532261,0.000679461,0.456057601,0.613316574,0.22694417,0.166666667,0.083333333,0.877784738,256330.434,0.16227447,39.004405,0.129206282,0.312467778,0.22694417,0.166666667,0.083333333,0.877784738,256330.434,0.16227447,39.004405,0.129206282,0.312467778
WEST BENGAL,Puruliya,0.412138,High,0.367542582,0.054709966,0.712747244,0.610888884,,,,,,0.26232211,59.198024,0.2171396,0.426482237,0.177299435,0.208333333,0.166666667,86.58256016,3164518.72,0.26232211,59.198024,0.2171396,0.426482237
JHARKHAND,Ranchi,0.325055,High,0.460157618,0.000496545,0.342495208,0.521679689,0.21350938,0.166666667,0.25,0.721374925,154732.3032,0.12199008,29.315256,0.132689578,0.392164647,0.21350938,0.166666667,0.25,0.721374925,154732.3032,0.12199008,29.315256,0.132689578,0.392164647
MAHARASHTRA,Amravati,0.223456,Low,0.342803357,0.000772278,0.19349563,0.366055183,,,,0.938175532,320903.351,0.06608584,17.181533,0.060509374,0.428023383,0.20375287,0.166666667,0.166666667,0.938175532,320903.351,0.06608584,17.181533,0.060509374,0.428023383
ANDHRA PRADESH,Y.S.R.,0.175796,Low,0.185410332,0.087947763,0.136651805,0.365019032,,,,,,0.04847692,11.846406,0.083435763,0.458080902,0.26165514,0.083333333,0.083333333,145.3701609,792641.6577,0.04847692,11.846406,0.083435763,0.458080902
GUJARAT,Bhavnagar,0.258147,Medium,0.409240843,0.001756402,0.222507423,0.392309711,0.307578347,0.166666667,0.166666667,1.892184769,790344.2812,0.07654097,19.625744,0.055024971,0.399474372,0.307578347,0.166666667,0.166666667,1.892184769,790344.2812,0.07654097,19.625744,0.055024971,0.399474372
BIHAR,Nalanda,0.41669,High,0.551140033,0.000818553,0.585262053,0.515137389,0.529331937,0.166666667,0.166666667,1.207509506,188971.4868,0.22269984,47.257523,0.105805321,0.363289111,0.529331937,0.166666667,0.166666667,1.207509506,188971.4868,0.22269984,47.257523,0.105805321,0.363289111
ASSAM,Nagaon,0.441431,High,0.687506989,0.079241565,0.420747812,0.50537234,0.525390774,0.083333333,0.333333333,108.8128215,15930283.39,0.15213531,35.538667,0.086765273,0.347053299,0.525390774,0.083333333,0.333333333,108.8128215,15930283.39,0.15213531,35.538667,0.086765273,0.347053299
MAHARASHTRA,Sangli,0.203906,Low,0.34131088,0.003585532,0.126517335,0.346141236,0.201420495,0.166666667,0.166666667,2.55885904,2421989.685,0.04398075,11.15283,0.049662969,0.430560748,0.201420495,0.166666667,0.166666667,2.55885904,2421989.685,0.04398075,11.15283,0.049662969,0.430560748
WEST BENGAL,Koch Bihar,0.29367,Medium,0.367542582,0.054709966,0.341939877,0.439116723,,,,,,0.12045329,29.522261,0.08570863,0.400121529,0.177299435,0.208333333,0.166666667,86.58256016,3164518.72,0.12045329,29.522261,0.08570863,0.400121529
BIHAR,Araria,0.416577,High,0.332319648,0.000666527,0.87875118,0.53607343,0.187369406,0.166666667,0.166666667,1.024624806,140816.7698,0.34559143,68.732068,0.132837928,0.380532365,0.187369406,0.166666667,0.166666667,1.024624806,140816.7698,0.34559143,68.732068,0.132837928,0.380532365
KERALA,Palakkad,0.213219,Low,0.296062949,0.168577991,0.009547687,0.433769118,0.174118935,0.25,0.083333333,156.8340911,85014526.54,0.00355185,0.970923,0.059360825,0.370948214,0.174118935,0.25,0.083333333,156.8340911,85014526.54,0.00355185,0.970923,0.059360825,0.370948214
ANDHRA PRADESH,Khammam,0.172924,Low,0.185410332,0.095956431,0.163795056,0.287283771,,,,152.6308655,4957904.5,,,0.069419133,0.504067034,0.26165514,0.083333333,0.083333333,152.6308655,4957904.5,0.05886256,14.018535,0.069419133,0.504067034
MAHARASHTRA,Yavatmal,0.246759,Low,0.342803357,0.000970781,0.33343869,0.287833415,,,,0.932125189,551762.7401,0.11700677,28.878747,0.058037086,0.489115724,0.20375287,0.166666667,0.166666667,0.932125189,551762.7401,0.11700677,28.878747,0.058037086,0.489115724
GUJARAT,Junagadh,0.276927,Medium,0.521389067,0.001839895,0.137772301,0.396916686,0.309199099,0.166666667,0.25,1.700665059,1017096.926,0.04923219,11.874073,0.065984174,0.40965199,0.309199099,0.166666667,0.25,1.700665059,1017096.926,0.04923219,11.874073,0.065984174,0.40965199
ANDHRA PRADESH,Adilabad,0.158708,Low,0.185410332,0.000889816,0.163795056,0.350954378,,,,1.204578051,272372.0629,,,0.093828739,0.482871796,0.26165514,0.083333333,0.083333333,1.204578051,272372.0629,0.05886256,14.018535,0.093828739,0.482871796
NCT OF DELHI,South,0.274471,Medium,0.379693734,0.000981564,0.317672751,0.412766099,,,,,,,,0.02024467,0.338366407,0.26140347,0.166666667,0.166666667,1.408736477,237089.6268,0.11379286,27.081936,0.02024467,0.338366407
BIHAR,Bhojpur,0.407859,High,0.570894775,0.00063606,0.469853254,0.602822977,0.386564365,0.166666667,0.25,0.992712162,127914.8517,0.17138065,39.381646,0.113796805,0.301455391,0.386564365,0.166666667,0.25,0.992712162,127914.8517,0.17138065,39.381646,0.113796805,0.301455391
TAMIL NADU,Tiruchirappalli,0.228601,Low,0.319664138,0.19799894,0.073639913,0.325393731,,,,259.3118803,48308931.08,0.02439938,6.797773,0.04836002,0.445940366,0.29782149,0.083333333,0.166666667,259.3118803,48308931.08,0.02439938,6.797773,0.04836002,0.445940366
ANDHRA PRADESH,Srikakulam,0.262809,Medium,0.291367125,0.168237222,0.225892748,0.415318934,0.253600207,0.083333333,0.166666667,166.0531589,78300410.19,0.07861653,19.748507,0.130976348,0.477333919,0.253600207,0.083333333,0.166666667,166.0531589,78300410.19,0.07861653,19.748507,0.130976348,0.477333919
UTTAR PRADESH,Mahrajganj,0.385844,High,0.387458851,0.000897432,0.602191341,0.663073427,,,,,,0.21964642,50.421919,0.206711878,0.370340034,0.273538441,0.166666667,0.166666667,1.168299435,305959.9155,0.21964642,50.421919,0.206711878,0.370340034
JHARKHAND,Dhanbad,0.28429,Medium,0.285917425,0.00803666,0.379405221,0.582387141,0.245083663,0.083333333,0.166666667,13.44905778,34135.47824,0.13332667,32.79795,0.110929947,0.314586735,0.245083663,0.083333333,0.166666667,13.44905778,34135.47824,0.13332667,32.79795,0.110929947,0.314586735
KARNATAKA,Tumkur,0.321225,High,0.3584717,0.359322561,0.221158242,0.337598511,,,,37.55348268,384696786.8,0.07645316,19.436433,0.10310454,0.505657377,0.228238642,0.166666667,0.166666667,37.55348268,384696786.8,0.07645316,19.436433,0.10310454,0.505657377
RAJASTHAN,Sikar,0.24937,Low,0.368453021,0.001524253,0.171754853,0.513943439,0.41747638,0.166666667,0.083333333,2.161599822,340372.101,0.06055895,14.911689,0.114962539,0.375935306,0.41747638,0.166666667,0.083333333,2.161599822,340372.101,0.06055895,14.911689,0.114962539,0.375935306
CHHATTISGARH,Bilaspur,0.271988,Medium,0.334418627,0.000329936,0.341828562,0.462678711,,,,0.493130373,121042.0404,0.12018982,29.555291,0.141396944,0.451713433,0.190649596,0.166666667,0.166666667,0.493130373,121042.0404,0.12018982,29.555291,0.141396944,0.451713433
KERALA,Kollam,0.250195,Low,0.401362176,0.122818514,0.016325812,0.499545618,0.121626541,0.166666667,0.25,119.9757386,58040520.15,0.00588565,1.562643,0.082237253,0.346070294,0.121626541,0.166666667,0.25,119.9757386,58040520.15,0.00588565,1.562643,0.082237253,0.346070294
MAHARASHTRA,Raigarh,0.217955,Low,0.342803357,0.001250679,0.136545745,0.423500543,,,,,,0.04883775,11.761703,0.081293751,0.407322527,0.20375287,0.166666667,0.166666667,1.511906365,473660.9401,0.04883775,11.761703,0.081293751,0.407322527
UTTAR PRADESH,Fatehpur,0.366834,High,0.410012973,0.00083101,0.572501991,0.53330902,0.308784996,0.166666667,0.166666667,1.051663877,310119.9629,0.21211127,47.319849,0.149568148,0.404115799,0.308784996,0.166666667,0.166666667,1.051663877,310119.9629,0.21211127,47.319849,0.149568148,0.404115799
ODISHA,Cuttack,0.310102,Medium,0.536382993,0.000758028,0.188210561,0.500841823,0.202401386,0.25,0.25,1.266863749,79126.17082,0.06594364,16.401645,0.091481709,0.356782512,0.202401386,0.25,0.25,1.266863749,79126.17082,0.06594364,16.401645,0.091481709,0.356782512
TAMIL NADU,Cuddalore,0.270846,Medium,0.34603832,0.174315622,0.157782286,0.444719602,0.33903786,0.083333333,0.166666667,264.370574,17789840.88,0.05256837,14.29562,0.127636215,0.448932697,0.33903786,0.083333333,0.166666667,264.370574,17789840.88,0.05256837,14.29562,0.127636215,0.448932697
RAJASTHAN,Barmer,0.429913,High,0.496378012,0.00025202,0.72102607,0.505739834,0.573981883,0.083333333,0.166666667,0.120182901,287922.907,0.286683,55.836595,0.177096427,0.461826803,0.573981883,0.083333333,0.166666667,0.120182901,287922.907,0.286683,55.836595,0.177096427,0.461826803
MAHARASHTRA,Buldana,0.230068,Low,0.342803357,0.001250679,0.267262043,0.28638776,,,,,,0.09396297,23.150666,0.04334409,0.471585201,0.20375287,0.166666667,0.166666667,1.511906365,473660.9401,0.09396297,23.150666,0.04334409,0.471585201
MAHARASHTRA,Bid,0.231653,Low,0.342803357,0.001250679,0.287946494,0.262481752,,,,,,0.10208743,24.766039,0.039008932,0.485696016,0.20375287,0.166666667,0.166666667,1.511906365,473660.9401,0.10208743,24.766039,0.039008932,0.485696016
RAJASTHAN,Ajmer,0.263562,Medium,0.418565652,0.000697131,0.207941381,0.432694049,0.322150733,0.166666667,0.166666667,0.869039874,282510.6753,0.07622032,17.462784,0.087702841,0.407936813,0.322150733,0.166666667,0.166666667,0.869039874,282510.6753,0.07622032,17.462784,0.087702841,0.407936813
KARNATAKA,Gulbarga,0.284006,Medium,0.3584717,0.03722328,0.342320959,0.424363,,,,60.18098325,1306490.587,0.1195736,29.747468,0.094606453,0.423573622,0.228238642,0.166666667,0.166666667,60.18098325,1306490.587,0.1195736,29.747468,0.094606453,0.423573622
BIHAR,Gopalganj,0.354478,High,0.363093663,0.001034754,0.507553495,0.668321684,0.409101018,0.166666667,0.083333333,1.251011836,406047.1938,0.18471327,42.606002,0.142501284,0.284230129,0.409101018,0.166666667,0.083333333,1.251011836,406047.1938,0.18471327,42.606002,0.142501284,0.284230129
UTTAR PRADESH,Siddharthnagar,0.353282,High,0.387458851,0.000897432,0.487940522,0.63641306,,,,,,,,0.168388038,0.343413836,0.273538441,0.166666667,0.166666667,1.168299435,305959.9155,0.17608393,41.250076,0.168388038,0.343413836
ANDHRA PRADESH,Nizamabad,0.175184,Low,0.185410332,0.087633208,0.163795056,0.316222635,,,,145.3785553,427632.1795,,,0.080393598,0.494280837,0.26165514,0.083333333,0.083333333,145.3785553,427632.1795,0.05886256,14.018535,0.080393598,0.494280837
RAJASTHAN,Bharatpur,0.368756,High,0.466220955,0.000828536,0.515139939,0.510576923,0.266394733,0.25,0.166666667,1.1782871,220421.7327,0.19177614,42.423226,0.147628256,0.420313899,0.266394733,0.25,0.166666667,1.1782871,220421.7327,0.19177614,42.423226,0.147628256,0.420313899
UTTAR PRADESH,Mathura,0.373989,High,0.542386671,0.000813959,0.411040193,0.541265727,0.342013199,0.166666667,0.25,1.238249519,162635.4054,0.14850455,34.745945,0.096632202,0.330144583,0.342013199,0.166666667,0.25,1.238249519,162635.4054,0.14850455,34.745945,0.096632202,0.330144583
NCT OF DELHI,West,0.271946,Medium,0.379693734,0.000981564,0.317672751,0.395933304,,,,,,,,0.013643604,0.343781542,0.26140347,0.166666667,0.166666667,1.408736477,237089.6268,0.11379286,27.081936,0.013643604,0.343781542
BIHAR,Aurangabad,0.364021,High,0.400161914,0.001168552,0.528646296,0.610073727,,,,1.743027546,221298.9876,0.19297029,44.25855,0.140737687,0.32982123,0.29339021,0.166666667,0.166666667,1.743027546,221298.9876,0.19297029,44.25855,0.140737687,0.32982123
KERALA,Kannur,0.255824,Medium,0.396988521,0.176626806,0.005580564,0.475507968,,,,196.23004,67178608.22,0.00223841,0.614632,0.051489039,0.326640912,0.158201439,0.25,0.166666667,196.23004,67178608.22,0.00223841,0.614632,0.051489039,0.326640912
ODISHA,Mayurbhanj,0.365713,High,0.340332888,0.000658997,0.615088233,0.617733249,0.199892133,0.166666667,0.166666667,0.962583762,174781.3039,0.22714233,50.967684,0.267942143,0.48557985,0.199892133,0.166666667,0.166666667,0.962583762,174781.3039,0.22714233,50.967684,0.267942143,0.48557985
UTTAR PRADESH,Firozabad,0.272536,Medium,0.252050694,0.000909341,0.413056882,0.538847195,0.235568126,0.166666667,0.083333333,1.043185025,405397.6581,0.15042888,34.688468,0.075204271,0.304833245,0.235568126,0.166666667,0.083333333,1.043185025,405397.6581,0.15042888,34.688468,0.075204271,0.304833245
UTTAR PRADESH,Mirzapur,0.325634,High,0.289960655,0.000838874,0.549235354,0.577529307,0.25140224,0.083333333,0.166666667,1.339817219,121407.3505,0.20033667,46.003295,0.138129413,0.353226511,0.25140224,0.083333333,0.166666667,1.339817219,121407.3505,0.20033667,46.003295,0.138129413,0.353226511
PUNJAB,Amritsar,0.222324,Low,0.38599075,0.002232779,0.091084622,0.425985784,0.401473698,0.083333333,0.166666667,2.709248377,773846.7461,0.03304069,7.820391,0.052436788,0.36851978,0.401473698,0.083333333,0.166666667,2.709248377,773846.7461,0.03304069,7.820391,0.052436788,0.36851978
TAMIL NADU,Tiruppur,0.270014,Medium,0.423853219,0.292160939,0.054989138,0.23251772,0.373823748,0.25,0.083333333,121.3185318,250523493.6,0.01894159,4.986569,0.039346089,0.510734345,0.373823748,0.25,0.083333333,121.3185318,250523493.6,0.01894159,4.986569,0.039346089,0.510734345
UTTAR PRADESH,Faizabad,0.347088,High,0.367647883,0.001045262,0.516297754,0.593836416,0.242578763,0.166666667,0.166666667,1.251452396,417746.1467,0.18641388,43.618121,0.135423125,0.336386218,0.242578763,0.166666667,0.166666667,1.251452396,417746.1467,0.18641388,43.618121,0.135423125,0.336386218
TAMIL NADU,Tiruvannamalai,0.217453,Low,0.310569534,0.12858614,0.096164096,0.350440108,0.283608857,0.083333333,0.166666667,205.848527,5712906.074,0.03236398,8.724376,0.108770222,0.502328516,0.283608857,0.083333333,0.166666667,205.848527,5712906.074,0.03236398,8.724376,0.108770222,0.502328516
UTTAR PRADESH,Basti,0.374818,High,0.399700718,0.001294457,0.566311848,0.620143457,0.249259628,0.083333333,0.25,1.448722476,567008.1207,0.20312165,48.081633,0.137946426,0.317995313,0.249259628,0.083333333,0.25,1.448722476,567008.1207,0.20312165,48.081633,0.137946426,0.317995313
MADHYA PRADESH,Jabalpur,0.202273,Low,0.17200125,0.001181583,0.290600352,0.460844962,0.197290192,0,0.166666667,1.474920051,420121.833,0.10409916,24.789246,0.106092708,0.408244424,0.197290192,0,0.166666667,1.474920051,420121.833,0.10409916,24.789246,0.106092708,0.408244424
MAHARASHTRA,Latur,0.210566,Low,0.274866519,0.001325458,0.260381922,0.326237336,0.227813811,0.083333333,0.166666667,0.630241671,1163948.698,0.08856713,23.124761,0.033689241,0.426558026,0.227813811,0.083333333,0.166666667,0.630241671,1163948.698,0.08856713,23.124761,0.033689241,0.426558026
KARNATAKA,Bellary,0.267771,Medium,0.3584717,0.028880242,0.341049682,0.332159384,,,,42.13128395,4161354.485,0.12334306,28.837674,0.06013712,0.455387049,0.228238642,0.166666667,0.166666667,42.13128395,4161354.485,0.12334306,28.837674,0.06013712,0.455387049
JHARKHAND,Giridih,0.363239,High,0.276361831,0.000690892,0.661681615,0.672792781,0.230150616,0.083333333,0.166666667,1.156245755,78342.2619,0.24342539,54.989585,0.254905593,0.423753023,0.230150616,0.083333333,0.166666667,1.156245755,78342.2619,0.24342539,54.989585,0.254905593,0.423753023
GUJARAT,Sabar Kantha,0.268844,Medium,0.411044286,0.001124781,0.238073473,0.434526535,,,,1.48463757,348582.4801,,,0.119321137,0.446711239,0.310396684,0.166666667,0.166666667,1.48463757,348582.4801,0.08443975,20.502525,0.119321137,0.446711239
RAJASTHAN,Bhilwara,0.297433,Medium,0.414542029,0.000784164,0.378502883,0.38347676,0.315862798,0.166666667,0.166666667,0.927628271,341714.8455,0.13848397,31.680975,0.109957846,0.47670917,0.315862798,0.166666667,0.166666667,0.927628271,341714.8455,0.13848397,31.680975,0.109957846,0.47670917
TAMIL NADU,Thanjavur,0.317728,High,0.319664138,0.423138536,0.166013418,0.39038586,0.29782149,0.083333333,0.166666667,287.6223481,286015557.5,0.05510688,15.070307,0.058022187,0.404872625,0.29782149,0.083333333,0.166666667,287.6223481,286015557.5,0.05510688,15.070307,0.058022187,0.404872625
UTTAR PRADESH,Ambedkar Nagar,0.384516,High,0.476540384,0.000935017,0.499404754,0.61761356,0.369341158,0.083333333,0.25,1.305912888,254472.3501,0.17311617,43.563841,0.144460459,0.328371467,0.369341158,0.083333333,0.25,1.305912888,254472.3501,0.17311617,43.563841,0.144460459,0.328371467
GUJARAT,Panch Mahals,0.278961,Medium,0.411044286,0.001138233,0.238073473,0.501952509,,,,1.762150915,173552.3933,,,0.172482073,0.4590589,0.310396684,0.166666667,0.166666667,1.762150915,173552.3933,0.08443975,20.502525,0.172482073,0.4590589
MADHYA PRADESH,Sagar,0.315183,High,0.365201382,0.001505572,0.492139749,0.426343559,0.238755483,0.166666667,0.166666667,1.785587632,577006.8503,0.17416763,42.255031,0.095415601,0.422977828,0.238755483,0.166666667,0.166666667,1.785587632,577006.8503,0.17416763,42.255031,0.095415601,0.422977828
MADHYA PRADESH,Bhopal,0.161469,Low,0.147110108,0.001050063,0.166774029,0.453498764,0.332030832,0,0.083333333,1.691532278,121303.0477,0.06059739,14.143953,0.068079649,0.365851828,0.332030832,0,0.083333333,1.691532278,121303.0477,0.06059739,14.143953,0.068079649,0.365851828
